ID,AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME
16981,54,"Self-emp-not-inc",30908,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"small"
16989,21,"Private",277530,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"small"
16993,19,"Private",121074,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,99,"small"
16997,32,"Private",216145,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",4650,0,45,"small"
17001,42,"Private",145711,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"large"
17005,52,"Private",221936,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"small"
17009,38,"Local-gov",236687,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"small"
17013,19,"Private",321817,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,40,"small"
17017,42,"Private",367049,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",4650,0,40,"small"
17021,22,"Private",378104,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"small"
17025,41,"Private",279914,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"large"
17029,43,"Private",112181,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1902,32,"large"
17033,36,"Federal-gov",89083,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"small"
17037,30,"Private",342709,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"small"
17041,46,"Private",173243,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
17045,30,"Private",399522,"11th",7,"Married-spouse-absent","Handlers-cleaners","Unmarried","White","Female",0,0,40,"small"
17049,61,"Federal-gov",28291,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"small"
17053,45,"Private",187370,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",7430,0,70,"large"
17057,56,"Self-emp-not-inc",51662,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"small"
17061,58,"Private",100960,"9th",5,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17065,19,"Private",219300,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"small"
17069,40,"Private",84136,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"small"
17073,28,"Private",167987,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"small"
17077,37,"Private",223433,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"large"
17081,48,"Private",245948,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",2174,0,40,"small"
17085,50,"Private",158948,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,40,"small"
17089,33,"Private",392812,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"large"
17093,53,"Private",104879,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"large"
17101,40,"Private",254167,"10th",6,"Separated","Transport-moving","Own-child","White","Male",0,0,35,"small"
17105,20,"Private",33221,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"small"
17109,65,"Local-gov",180869,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,35,"small"
17113,46,"Private",198774,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,323,45,"small"
17117,44,"Self-emp-not-inc",201742,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,50,"large"
17121,37,"Private",176967,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"large"
17125,45,"Private",120724,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4386,0,40,"small"
17129,27,"Private",202239,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17137,50,"Private",226735,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,70,"large"
17141,48,"Private",99096,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,1590,38,"small"
17145,28,"Self-emp-not-inc",183523,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"small"
17149,45,"Local-gov",125933,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"small"
17153,19,"Private",35245,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"small"
17157,49,"Private",179869,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
17161,38,"Private",247111,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"large"
17165,22,"Private",94662,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"small"
17173,57,"Self-emp-inc",180211,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"large"
17177,40,"Private",182217,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"small"
17181,45,"Private",223319,"Some-college",10,"Divorced","Sales","Own-child","White","Male",0,0,45,"small"
17185,23,"Private",529223,"Bachelors",13,"Never-married","Sales","Own-child","Black","Male",0,0,10,"small"
17189,61,"Private",191188,"10th",6,"Widowed","Farming-fishing","Unmarried","White","Male",0,0,20,"small"
17193,18,"Private",95917,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,25,"small"
17197,57,"Private",124507,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"large"
17201,50,"Private",105010,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"large"
17205,22,"Private",362309,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,35,"small"
17209,44,"Private",230684,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"small"
17213,60,"Self-emp-not-inc",236470,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"small"
17217,33,"Local-gov",173806,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17221,39,"Private",100669,"Some-college",10,"Married-civ-spouse","Craft-repair","Own-child","Asian-Pac-Islander","Male",0,0,40,"small"
17225,46,"Federal-gov",219967,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
17229,41,"Local-gov",33068,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1974,40,"small"
17233,43,"Private",70055,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"small"
17237,23,"Private",173851,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17241,52,"Private",180142,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"small"
17245,54,"Local-gov",152540,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,42,"small"
17249,65,"Private",101104,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",9386,0,10,"large"
17253,47,"Private",27624,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Female",0,0,55,"small"
17257,26,"Private",299810,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"small"
17261,64,"State-gov",269512,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"small"
17265,38,"Self-emp-not-inc",43712,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"large"
17269,36,"Private",179666,"12th",8,"Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,40,"small"
17273,33,"Private",181091,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"small"
17277,21,"Private",203003,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
17281,40,"Private",65866,"Some-college",10,"Divorced","Tech-support","Unmarried","White","Female",0,213,40,"small"
17285,29,"Private",138190,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,1138,40,"small"
17289,47,"Private",145290,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"small"
17293,19,"Private",319889,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,25,"small"
17297,31,"Private",651396,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,1594,30,"small"
17301,41,"State-gov",88913,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,36,"small"
17305,25,"Private",217006,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"small"
17309,55,"Self-emp-not-inc",53566,"Doctorate",16,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,30,"small"
17313,24,"Private",204653,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"small"
17317,53,"Private",174020,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,1876,38,"small"
17321,40,"Private",336707,"Assoc-voc",11,"Separated","Craft-repair","Not-in-family","White","Female",0,0,60,"small"
17325,49,"State-gov",206577,"Some-college",10,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,"small"
17329,28,"Private",181659,"11th",7,"Never-married","Transport-moving","Own-child","White","Male",0,0,50,"small"
17333,37,"Private",176014,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"small"
17337,55,"Private",236520,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
17341,32,"Private",154120,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,40,"large"
17345,38,"Private",231037,"5th-6th",3,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"small"
17349,44,"Private",215468,"Bachelors",13,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,7,"small"
17353,23,"Private",149396,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"small"
17357,43,"State-gov",23157,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"small"
17361,30,"Private",232356,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
17365,43,"Private",274731,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"large"
17369,57,"Private",314153,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"large"
17373,32,"Private",207937,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"small"
17377,20,"Private",199011,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"small"
17381,41,"Local-gov",97064,"Assoc-voc",11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,44,"small"
17385,45,"Private",320192,"1st-4th",2,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"small"
17389,39,"Private",141584,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,2444,45,"large"
17393,59,"Private",155976,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"small"
17397,58,"Private",371064,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"small"
17401,51,"Private",441637,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"small"
17405,38,"Self-emp-not-inc",122493,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"large"
17409,32,"Federal-gov",174215,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,60,"small"
17417,59,"Private",247187,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"small"
17421,57,"Private",47619,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"small"
17425,44,"Private",244974,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"small"
17429,24,"Private",234640,"HS-grad",9,"Married-spouse-absent","Sales","Own-child","White","Female",0,0,36,"small"
17433,32,"Private",137076,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"small"
17437,39,"Self-emp-inc",543042,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,50,"large"
17441,35,"Self-emp-not-inc",264627,"11th",7,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,84,"small"
17445,28,"Private",377095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"small"
17449,23,"Private",428299,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"small"
17453,47,"Self-emp-inc",119471,"7th-8th",4,"Never-married","Craft-repair","Not-in-family","Other","Male",0,0,40,"small"
17457,33,"Private",122116,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"small"
17461,28,"Private",197113,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Other","Male",0,0,50,"small"
17465,70,"Self-emp-inc",188260,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,16,"small"
17469,21,"Private",152389,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Female",0,0,30,"small"
17473,29,"Private",130045,"7th-8th",4,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"small"
17477,62,"Private",186696,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
17481,61,"Local-gov",180079,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4064,0,40,"small"
17485,38,"Private",91857,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,41,"small"
17489,52,"Private",139176,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,8,"small"
17493,26,"Private",250038,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"large"
17497,43,"Private",117728,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"small"
17501,53,"Self-emp-not-inc",100109,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"large"
17505,39,"Private",28572,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,48,"small"
17509,43,"Private",131899,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
17513,27,"Federal-gov",46442,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,35,"small"
17517,68,"Private",223851,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,24,"small"
17521,31,"Self-emp-not-inc",357145,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Female",0,0,48,"small"
17525,26,"Federal-gov",52322,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Other","Male",0,0,60,"small"
17529,53,"Private",283320,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"small"
17533,53,"Private",208302,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,34,"small"
17537,21,"Private",394484,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"small"
17541,48,"Private",143098,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"large"
17545,51,"Self-emp-not-inc",94432,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"large"
17549,64,"Federal-gov",301383,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",9386,0,45,"large"
17553,23,"Private",209034,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",3942,0,40,"small"
17557,25,"Private",137645,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",0,0,40,"small"
17561,35,"Private",269300,"HS-grad",9,"Separated","Other-service","Not-in-family","Black","Female",0,0,40,"small"
17565,44,"Private",205051,"10th",6,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"small"
17569,52,"Private",126978,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"small"
17573,22,"Private",231912,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,37,"small"
17577,33,"Local-gov",154874,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"small"
17581,40,"Private",239708,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"small"
17585,22,"Private",436798,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"small"
17589,30,"State-gov",180283,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"small"
17593,55,"Private",24694,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"small"
17597,55,"Private",226875,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,40,"small"
17601,43,"Private",336643,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"small"
17605,38,"Self-emp-not-inc",77820,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
17609,37,"Self-emp-not-inc",126738,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,72,"small"
17613,60,"Self-emp-inc",105339,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,60,"large"
17617,27,"Local-gov",206125,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"small"
17621,36,"Private",129150,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,20,"large"
17625,25,"Private",164488,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"small"
17629,52,"Private",137658,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"small"
17633,48,"Private",98719,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,44,"small"
17637,28,"Private",173673,"5th-6th",3,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"small"
17641,63,"Self-emp-not-inc",122442,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,48,"small"
17653,31,"Private",222654,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"small"
17657,38,"Private",209609,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"large"
17661,26,"Private",196805,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,65,"small"
17665,65,"Private",258561,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"small"
17669,44,"Local-gov",387844,"12th",8,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17673,59,"Self-emp-inc",146477,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"large"
17677,63,"Private",169983,"11th",7,"Widowed","Sales","Not-in-family","White","Female",2176,0,30,"small"
17681,23,"Private",180052,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"small"
17685,38,"Private",22245,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"small"
17689,47,"Private",103020,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Wife","Other","Female",0,0,40,"small"
17693,48,"Self-emp-inc",30575,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,"large"
17697,21,"Private",540712,"HS-grad",9,"Never-married","Other-service","Other-relative","Black","Male",0,1719,25,"small"
17701,32,"Self-emp-not-inc",115066,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"large"
17705,24,"State-gov",390867,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"small"
17713,39,"Private",201410,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"small"
17717,29,"Local-gov",214706,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"small"
17721,25,"Private",185942,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"large"
17725,54,"Private",155408,"HS-grad",9,"Widowed","Handlers-cleaners","Unmarried","White","Female",0,0,40,"small"
17729,35,"Private",287701,"Assoc-acdm",12,"Divorced","Craft-repair","Unmarried","White","Male",0,0,45,"large"
17733,56,"Self-emp-inc",187355,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,60,"large"
17737,33,"Private",199227,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"large"
17741,44,"Private",115932,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"small"
17745,41,"Private",150755,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"large"
17749,60,"Private",24872,"Some-college",10,"Separated","Transport-moving","Not-in-family","Amer-Indian-Eskimo","Female",0,0,30,"small"
17757,42,"Local-gov",209752,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"large"
17761,37,"Self-emp-not-inc",180150,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"large"
17765,52,"Private",89534,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
17769,37,"Private",178948,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"small"
17773,46,"Private",318331,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"small"
17777,21,"Private",48301,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"small"
17781,26,"Private",78258,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,36,"small"
17785,35,"Private",328466,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"small"
17789,27,"Private",204648,"Assoc-voc",11,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"small"
17793,41,"Private",175674,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"large"
17797,37,"Private",125167,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"large"
17801,25,"Private",130302,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"small"
17805,44,"Private",325461,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"large"
17809,18,"Private",234953,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"small"
17813,36,"Private",36423,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,25,"large"
17817,58,"Private",33350,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"small"
17821,54,"Self-emp-not-inc",199741,"HS-grad",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,2001,35,"small"
17860,28,"Private",33798,"12th",8,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"small"
17864,20,"Private",283969,"Some-college",10,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,15,"small"
17868,45,"Private",82797,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"large"
17872,47,"Private",28035,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"large"
17876,31,"Private",102270,"7th-8th",4,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"small"
17880,31,"State-gov",350651,"12th",8,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"large"
17884,36,"Local-gov",293358,"Some-college",10,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,48,"small"
17888,18,"Private",101795,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"small"
17892,22,"Private",223019,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"small"
17896,44,"Self-emp-not-inc",75065,"12th",8,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,60,"small"
17900,39,"Local-gov",163278,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",2202,0,44,"small"
17904,58,"State-gov",300623,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"small"
17908,18,"Private",131180,"11th",7,"Never-married","Prof-specialty","Own-child","White","Female",0,0,16,"small"
17912,32,"Private",222654,"10th",6,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"small"
17916,35,"State-gov",237873,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"small"
17920,40,"Private",187702,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"small"
17924,48,"Private",224870,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","Other","Female",0,0,38,"small"
17928,34,"Self-emp-not-inc",226296,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,51,"small"
17932,49,"Private",187563,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"small"
17936,23,"Private",140798,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"small"
17940,20,"Private",235442,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,35,"small"
17944,36,"Federal-gov",192150,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"small"
17948,41,"Private",97632,"Some-college",10,"Divorced","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,32,"small"
17952,21,"State-gov",41183,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"small"
17956,27,"Self-emp-not-inc",66473,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"small"
17960,19,"Private",29526,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,18,"small"
17964,32,"Private",52537,"Some-college",10,"Never-married","Tech-support","Not-in-family","Black","Male",0,0,38,"small"
17968,50,"Private",233369,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"small"
17972,34,"Private",245173,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,1669,45,"small"
17976,21,"Private",213341,"11th",7,"Married-spouse-absent","Handlers-cleaners","Own-child","White","Male",0,1762,40,"small"
17980,22,"Private",51362,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,16,"small"
17984,33,"Private",181091,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,35,"small"
17988,56,"Private",133025,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"small"
17992,43,"Private",102180,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"large"
17996,26,"State-gov",126327,"Assoc-acdm",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"small"
18000,27,"Private",137063,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"small"
